read_at,city,shop_id,name,day,hour,weekday,locker_type,free,min_qta,price_1h,status
2026-09-23 22:38,bari,18,Bari Centrale Train Station,2026-09-23,23,weekday,Maxi,17,5,,read
2026-09-23 22:38,rome,21,Colosseum,2026-09-23,23,weekday,Small,18,5,,read
2026-09-23 22:38,rome,21,Colosseum,2026-09-23,23,weekday,Standard,10,5,,read
2026-09-23 22:38,rome,21,Colosseum,2026-09-23,23,weekday,Maxi,18,5,,read
2026-09-23 22:38,rome,22,Trastevere,2026-09-23,23,weekday,Small,12,5,,read
2026-09-23 22:38,rome,22,Trastevere,2026-09-23,23,weekday,Standard,5,4,,read
2026-09-23 22:38,rome,22,Trastevere,2026-09-23,23,weekday,Maxi,12,5,,read
2026-09-23 22:38,florence,24,Florence SMN Train Station,2026-09-23,23,weekday,Small,14,5,,read
2026-09-23 22:38,florence,24,Florence SMN Train Station,2026-09-23,23,weekday,Standard,27,5,,read
2026-09-23 22:38,florence,24,Florence SMN Train Station,2026-09-23,23,weekday,Maxi,12,5,,read
2026-09-23 22:38,genoa,25,Genoa Piazza Principe Train Station,2026-09-23,23,weekday,Small,7,5,,read
2026-09-23 22:38,genoa,25,Genoa Piazza Principe Train Station,2026-09-23,23,weekday,Standard,10,5,,read
2026-09-23 22:38,genoa,25,Genoa Piazza Principe Train Station,2026-09-23,23,weekday,Maxi,7,5,,read
2026-09-23 22:38,palermo,26,City Center | Massimo Theater,2026-09-23,23,weekday,Small,12,5,,read
2026-09-23 22:38,palermo,26,City Center | Massimo Theater,2026-09-23,23,weekday,Standard,16,5,,read
2026-09-23 22:38,palermo,26,City Center | Massimo Theater,2026-09-23,23,weekday,Maxi,12,5,,read
2026-09-23 22:38,rome,31,Termini Train Station,2026-09-23,23,weekday,Small,7,5,,read
2026-09-23 22:38,rome,31,Termini Train Station,2026-09-23,23,weekday,Standard,15,5,,read
2026-09-23 22:38,rome,31,Termini Train Station,2026-09-23,23,weekday,Maxi,6,5,,read
2026-09-23 22:38,bologna,32,Bologna Centrale Train Station,2026-09-23,23,weekday,Small,16,5,,read
2026-09-23 22:38,bologna,32,Bologna Centrale Train Station,2026-09-23,23,weekday,Standard,25,5,,read
2026-09-23 22:38,bologna,32,Bologna Centrale Train Station,2026-09-23,23,weekday,Maxi,19,5,,read
2026-09-23 22:38,milan,36,Cadorna Train Station,2026-09-23,23,weekday,Small,33,5,,read
2026-09-23 22:38,milan,36,Cadorna Train Station,2026-09-23,23,weekday,Standard,36,5,,read
2026-09-23 22:38,milan,36,Cadorna Train Station,2026-09-23,23,weekday,Maxi,17,5,,read
2026-09-23 22:38,siena,38,Piazza del Campo,2026-09-23,23,weekday,Small,4,4,,read
2026-09-23 22:38,siena,38,Piazza del Campo,2026-09-23,23,weekday,Standard,28,5,,read
2026-09-23 22:38,siena,38,Piazza del Campo,2026-09-23,23,weekday,Maxi,19,5,,read
2026-09-23 22:38,brescia,40,Brescia Train Station,2026-09-23,23,weekday,Small,4,3,,read
2026-09-23 22:38,brescia,40,Brescia Train Station,2026-09-23,23,weekday,Standard,16,5,,read
2026-09-23 22:38,brescia,40,Brescia Train Station,2026-09-23,23,weekday,Maxi,13,5,,read
2026-09-23 22:38,pisa,39,Pisa Centrale Train Station,2026-09-23,23,weekday,Small,13,5,,read
2026-09-23 22:38,pisa,39,Pisa Centrale Train Station,2026-09-23,23,weekday,Standard,26,5,,read
2026-09-23 22:38,pisa,39,Pisa Centrale Train Station,2026-09-23,23,weekday,Maxi,15,5,,read
2026-09-23 22:38,rome,37,St. Peter's Basilica,2026-09-23,23,weekday,Small,5,2,,read
2026-09-23 22:38,rome,37,St. Peter's Basilica,2026-09-23,23,weekday,Standard,21,5,,read
2026-09-23 22:38,rome,37,St. Peter's Basilica,2026-09-23,23,weekday,Maxi,16,5,,read
2026-09-23 22:38,milan,47,Duomo District,2026-09-23,23,weekday,Small,9,5,,read
2026-09-23 22:38,milan,47,Duomo District,2026-09-23,23,weekday,Standard,15,5,,read
2026-09-23 22:38,milan,47,Duomo District,2026-09-23,23,weekday,Maxi,12,5,,read
2026-09-23 22:38,bologna,48,Sant'Orsola Hospital,2026-09-23,23,weekday,Small,29,5,,read
2026-09-23 22:38,bologna,48,Sant'Orsola Hospital,2026-09-23,23,weekday,Standard,10,5,,read
2026-09-23 22:38,bologna,48,Sant'Orsola Hospital,2026-09-23,23,weekday,Maxi,10,5,,read
2026-09-23 22:38,venice,51,Rialto Bridge,2026-09-23,23,weekday,Small,14,5,,read
2026-09-23 22:38,venice,51,Rialto Bridge,2026-09-23,23,weekday,Standard,30,5,,read
2026-09-23 22:38,venice,51,Rialto Bridge,2026-09-23,23,weekday,Maxi,24,5,,read
2026-09-23 22:38,parma,50,Parma Train Station,2026-09-23,23,weekday,Small,31,5,,read
2026-09-23 22:38,parma,50,Parma Train Station,2026-09-23,23,weekday,Standard,31,5,,read
2026-09-23 22:38,parma,50,Parma Train Station,2026-09-23,23,weekday,Maxi,31,5,,read
2026-09-23 22:38,bologna,56,Piazza Maggiore | City Center,2026-09-23,23,weekday,Small,22,5,,read
2026-09-23 22:38,bologna,56,Piazza Maggiore | City Center,2026-09-23,23,weekday,Standard,36,5,,read
2026-09-23 22:38,bologna,56,Piazza Maggiore | City Center,2026-09-23,23,weekday,Maxi,31,5,,read
2026-09-23 22:38,milan,59,Porta Garibaldi Train Station,2026-09-23,23,weekday,Small,13,5,,read
2026-09-23 22:38,milan,59,Porta Garibaldi Train Station,2026-09-23,23,weekday,Standard,31,5,,read
2026-09-23 22:38,milan,59,Porta Garibaldi Train Station,2026-09-23,23,weekday,Maxi,30,5,,read
2026-09-23 22:38,naples,60,Naples Port - Molo Beverello,2026-09-23,23,weekday,Small,11,5,,read
2026-09-23 22:38,naples,60,Naples Port - Molo Beverello,2026-09-23,23,weekday,Standard,32,5,,read
2026-09-23 22:38,naples,60,Naples Port - Molo Beverello,2026-09-23,23,weekday,Maxi,18,5,,read
